timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1672066102.814772,3,10.0.0.93930610.0.0.1050511,10.0.0.9,39306,10.0.0.10,5051,1,0,0,13,579000000,20,100,0,12,1176,0.9230769230769231,2.072538860103627e-08,90.46153846153847,2.0310880829015544e-06,0
1672066102.816539,1,10.0.0.1505010.0.0.10485546,10.0.0.1,5050,10.0.0.10,48554,6,-1,-1,13,565000000,20,100,0,230129,15588114,17702.23076923077,0.0004073079646017699,1199085.6923076923,0.027589582300884957,0
1672066102.816539,1,10.0.0.104855410.0.0.150506,10.0.0.10,48554,10.0.0.1,5050,6,-1,-1,13,567000000,20,100,0,569015,29157673030,43770.38461538462,0.0010035537918871252,2242897925.3846154,51.42446742504409,0
1672066102.816539,1,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,-1,-1,3,405000000,20,100,0,230,347760,76.66666666666667,5.679012345679012e-07,115920.0,0.0008586666666666666,0
1672066112.820405,2,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,3,401000000,20,100,0,4,584,1.3333333333333333,9.975062344139651e-09,194.66666666666666,1.456359102244389e-06,0
1672066112.820405,2,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,3,356000000,20,100,0,3312,60446082,1104.0,9.303370786516854e-06,20148694.0,0.16979236516853932,0
1672066112.820405,2,10.0.0.1505010.0.0.10485546,10.0.0.1,5050,10.0.0.10,48554,6,-1,-1,23,565000000,20,100,0,230129,15588114,10005.608695652174,0.0004073079646017699,677744.0869565217,0.027589582300884957,0
1672066112.820405,2,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,3,468000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066112.820405,2,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,2,574000000,20,100,0,1,98,0.5,1.7421602787456446e-09,49.0,1.7073170731707317e-07,0
1672066112.820405,2,10.0.0.104855410.0.0.150506,10.0.0.10,48554,10.0.0.1,5050,6,0,8,23,574000000,20,100,0,569015,29157673030,24739.782608695652,0.000991315331010453,1267724914.347826,50.79733977351916,0
1672066112.820405,2,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,3,416000000,20,100,0,4,380,1.3333333333333333,9.615384615384615e-09,126.66666666666667,9.134615384615385e-07,0
1672066112.820405,2,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,3,364000000,20,100,0,1549,102576,516.3333333333334,4.2554945054945055e-06,34192.0,0.0002818021978021978,0
1672066112.820405,2,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,13,482000000,20,100,0,893,1350216,68.6923076923077,1.8526970954356847e-06,103862.76923076923,0.0028012780082987553,0
1672066112.820405,2,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,2,553000000,20,100,0,1,98,0.5,1.8083182640144665e-09,49.0,1.7721518987341772e-07,0
1672066112.821489,5,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,2,566000000,20,100,0,1,98,0.5,1.7667844522968197e-09,49.0,1.7314487632508834e-07,0
1672066112.821489,5,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,2,563000000,20,100,0,1,98,0.5,1.7761989342806395e-09,49.0,1.7406749555950265e-07,0
1672066112.821752,4,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,3,351000000,20,100,0,3312,60446082,1104.0,9.435897435897436e-06,20148694.0,0.17221105982905982,0
1672066112.821752,4,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,3,394000000,20,100,0,4,584,1.3333333333333333,1.015228426395939e-08,194.66666666666666,1.482233502538071e-06,0
1672066112.821752,4,10.0.0.1505010.0.0.10485546,10.0.0.1,5050,10.0.0.10,48554,6,-1,-1,23,560000000,20,100,0,230139,15588774,10006.04347826087,0.0004109625,677772.7826086957,0.027837096428571427,0
1672066112.821752,4,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,3,462000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066112.821752,4,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,2,568000000,20,100,0,1,98,0.5,1.76056338028169e-09,49.0,1.7253521126760563e-07,0
1672066112.821752,4,10.0.0.104855410.0.0.150506,10.0.0.10,48554,10.0.0.1,5050,6,0,8,23,581000000,20,100,0,569005,29157672370,24739.347826086956,0.0009793545611015491,1267724885.652174,50.18532249569707,0
1672066112.821752,4,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,3,424000000,20,100,0,4,380,1.3333333333333333,9.433962264150943e-09,126.66666666666667,8.962264150943397e-07,0
1672066112.821752,4,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,3,370000000,20,100,0,1549,102576,516.3333333333334,4.1864864864864866e-06,34192.0,0.00027723243243243245,0
1672066112.821752,4,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,13,497000000,20,100,0,893,1350216,68.6923076923077,1.7967806841046278e-06,103862.76923076923,0.002716732394366197,0
1672066112.821752,4,10.0.0.103930610.0.0.950511,10.0.0.10,39306,10.0.0.9,5051,1,0,8,23,589000000,20,100,0,22,2156,0.9565217391304348,3.735144312393888e-08,93.73913043478261,3.66044142614601e-06,0
1672066112.821752,4,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,2,561000000,20,100,0,1,98,0.5,1.7825311942959002e-09,49.0,1.7468805704099822e-07,0
1672066112.821752,4,10.0.0.93930610.0.0.1050511,10.0.0.9,39306,10.0.0.10,5051,1,0,0,23,580000000,20,100,0,22,2156,0.9565217391304348,3.793103448275862e-08,93.73913043478261,3.717241379310345e-06,0
1672066112.82876,1,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,3,404000000,20,100,0,4,584,1.3333333333333333,9.900990099009902e-09,194.66666666666666,1.4455445544554456e-06,0
1672066112.82876,1,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,3,358000000,20,100,0,3312,60446082,1104.0,9.251396648044693e-06,20148694.0,0.16884380446927374,0
1672066112.82876,1,10.0.0.1505010.0.0.10485546,10.0.0.1,5050,10.0.0.10,48554,6,-1,-1,23,568000000,20,100,0,230129,15588114,10005.608695652174,0.0004051566901408451,677744.0869565217,0.02744386267605634,0
1672066112.82876,1,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,3,473000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066112.82876,1,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,2,576000000,20,100,0,1,98,0.5,1.736111111111111e-09,49.0,1.701388888888889e-07,0
1672066112.82876,1,10.0.0.104855410.0.0.150506,10.0.0.10,48554,10.0.0.1,5050,6,0,8,23,570000000,20,100,0,569015,29157673030,24739.782608695652,0.0009982719298245613,1267724914.347826,51.153812333333335,0
1672066112.82876,1,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,3,408000000,20,100,0,4,380,1.3333333333333333,9.803921568627451e-09,126.66666666666667,9.313725490196078e-07,0
1672066112.82876,1,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,3,362000000,20,100,0,1549,102576,516.3333333333334,4.279005524861878e-06,34192.0,0.00028335911602209943,0
1672066112.82876,1,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,13,408000000,20,100,0,892,1348704,68.61538461538461,2.1862745098039214e-06,103746.46153846153,0.0033056470588235295,0
1672066112.82876,1,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,2,550000000,20,100,0,1,98,0.5,1.8181818181818182e-09,49.0,1.781818181818182e-07,0
1672066112.82925,3,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,3,356000000,20,100,0,3312,60446082,1104.0,9.303370786516854e-06,20148694.0,0.16979236516853932,0
1672066112.82925,3,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,3,400000000,20,100,0,4,584,1.3333333333333333,1e-08,194.66666666666666,1.46e-06,0
1672066112.82925,3,10.0.0.1505010.0.0.10485546,10.0.0.1,5050,10.0.0.10,48554,6,-1,-1,23,564000000,20,100,0,230129,15588114,10005.608695652174,0.0004080301418439716,677744.0869565217,0.0276385,0
1672066112.82925,3,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,3,467000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066112.82925,3,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,2,573000000,20,100,0,1,98,0.5,1.7452006980802792e-09,49.0,1.7102966841186737e-07,0
1672066112.82925,3,10.0.0.104855410.0.0.150506,10.0.0.10,48554,10.0.0.1,5050,6,0,8,23,578000000,20,100,0,569005,29157672370,24739.347826086956,0.0009844377162629757,1267724885.652174,50.445799948096884,0
1672066112.82925,3,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,3,422000000,20,100,0,4,380,1.3333333333333333,9.478672985781991e-09,126.66666666666667,9.004739336492891e-07,0
1672066112.82925,3,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,3,369000000,20,100,0,1549,102576,516.3333333333334,4.197831978319783e-06,34192.0,0.00027798373983739836,0
1672066112.82925,3,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,13,494000000,20,100,0,893,1350216,68.6923076923077,1.8076923076923078e-06,103862.76923076923,0.002733230769230769,0
1672066112.82925,3,10.0.0.103930610.0.0.950511,10.0.0.10,39306,10.0.0.9,5051,1,0,8,23,589000000,20,100,0,22,2156,0.9565217391304348,3.735144312393888e-08,93.73913043478261,3.66044142614601e-06,0
1672066112.82925,3,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,2,559000000,20,100,0,1,98,0.5,1.7889087656529517e-09,49.0,1.7531305903398927e-07,0
1672066112.82925,3,10.0.0.93930610.0.0.1050511,10.0.0.9,39306,10.0.0.10,5051,1,0,0,23,584000000,20,100,0,22,2156,0.9565217391304348,3.767123287671233e-08,93.73913043478261,3.6917808219178082e-06,0
1672066122.835519,5,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,12,584000000,20,100,0,11,1078,0.9166666666666666,1.8835616438356164e-08,89.83333333333333,1.8458904109589041e-06,0
1672066122.835519,5,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,12,581000000,20,100,0,11,1078,0.9166666666666666,1.89328743545611e-08,89.83333333333333,1.855421686746988e-06,0
1672066122.835774,4,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,13,369000000,20,100,0,3312,60446082,254.76923076923077,8.97560975609756e-06,4649698.615384615,0.16381052032520324,0
1672066122.835774,4,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,13,412000000,20,100,0,4,584,0.3076923076923077,9.70873786407767e-09,44.92307692307692,1.4174757281553397e-06,0
1672066122.835774,4,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,13,480000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066122.835774,4,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,12,586000000,20,100,0,11,1078,0.9166666666666666,1.877133105802048e-08,89.83333333333333,1.8395904436860068e-06,0
1672066122.835774,4,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,13,442000000,20,100,0,4,380,0.3076923076923077,9.049773755656109e-09,29.23076923076923,8.597285067873303e-07,0
1672066122.835774,4,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,13,388000000,20,100,0,1549,102576,119.15384615384616,3.992268041237114e-06,7890.461538461538,0.00026437113402061856,0
1672066122.835774,4,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,23,515000000,20,100,0,893,1350216,38.82608695652174,1.7339805825242718e-06,58705.04347826087,0.002621778640776699,0
1672066122.835774,4,10.0.0.103930610.0.0.950511,10.0.0.10,39306,10.0.0.9,5051,1,0,8,33,607000000,20,100,0,32,3136,0.9696969696969697,5.271828665568369e-08,95.03030303030303,5.1663920922570015e-06,0
1672066122.835774,4,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,12,579000000,20,100,0,11,1078,0.9166666666666666,1.8998272884283246e-08,89.83333333333333,1.8618307426597582e-06,0
1672066122.835774,4,10.0.0.93930610.0.0.1050511,10.0.0.9,39306,10.0.0.10,5051,1,0,0,33,598000000,20,100,0,32,3136,0.9696969696969697,5.351170568561873e-08,95.03030303030303,5.244147157190635e-06,0
1672066122.842026,2,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,13,419000000,20,100,0,4,584,0.3076923076923077,9.54653937947494e-09,44.92307692307692,1.3937947494033412e-06,0
1672066122.842026,2,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,13,374000000,20,100,0,3312,60446082,254.76923076923077,8.855614973262033e-06,4649698.615384615,0.16162054010695187,0
1672066122.842026,2,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,13,486000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066122.842026,2,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,12,592000000,20,100,0,11,1078,0.9166666666666666,1.858108108108108e-08,89.83333333333333,1.820945945945946e-06,0
1672066122.842026,2,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,13,434000000,20,100,0,4,380,0.3076923076923077,9.216589861751153e-09,29.23076923076923,8.755760368663594e-07,0
1672066122.842026,2,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,13,382000000,20,100,0,1549,102576,119.15384615384616,4.054973821989528e-06,7890.461538461538,0.0002685235602094241,0
1672066122.842026,2,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,23,500000000,20,100,0,893,1350216,38.82608695652174,1.786e-06,58705.04347826087,0.002700432,0
1672066122.842026,2,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,12,571000000,20,100,0,11,1078,0.9166666666666666,1.9264448336252188e-08,89.83333333333333,1.8879159369527145e-06,0
1672066122.842357,3,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,13,372000000,20,100,0,3312,60446082,254.76923076923077,8.903225806451612e-06,4649698.615384615,0.16248946774193548,0
1672066122.842357,3,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,13,416000000,20,100,0,4,584,0.3076923076923077,9.615384615384615e-09,44.92307692307692,1.4038461538461538e-06,0
1672066122.842357,3,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,13,483000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066122.842357,3,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,12,589000000,20,100,0,11,1078,0.9166666666666666,1.867572156196944e-08,89.83333333333333,1.830220713073005e-06,0
1672066122.842357,3,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,13,438000000,20,100,0,4,380,0.3076923076923077,9.1324200913242e-09,29.23076923076923,8.675799086757991e-07,0
1672066122.842357,3,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,13,385000000,20,100,0,1549,102576,119.15384615384616,4.023376623376624e-06,7890.461538461538,0.00026643116883116885,0
1672066122.842357,3,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,23,510000000,20,100,0,893,1350216,38.82608695652174,1.7509803921568627e-06,58705.04347826087,0.0026474823529411763,0
1672066122.842357,3,10.0.0.103930610.0.0.950511,10.0.0.10,39306,10.0.0.9,5051,1,0,8,33,605000000,20,100,0,32,3136,0.9696969696969697,5.2892561983471074e-08,95.03030303030303,5.183471074380166e-06,0
1672066122.842357,3,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,12,575000000,20,100,0,11,1078,0.9166666666666666,1.9130434782608696e-08,89.83333333333333,1.8747826086956521e-06,0
1672066122.842357,3,10.0.0.93930610.0.0.1050511,10.0.0.9,39306,10.0.0.10,5051,1,0,0,33,600000000,20,100,0,32,3136,0.9696969696969697,5.3333333333333334e-08,95.03030303030303,5.226666666666667e-06,0
1672066122.84269,1,10.0.0.18010.0.0.10358486,10.0.0.1,80,10.0.0.10,35848,6,-1,-1,13,422000000,20,100,0,4,584,0.3076923076923077,9.478672985781991e-09,44.92307692307692,1.3838862559241706e-06,0
1672066122.84269,1,10.0.0.18010.0.0.10358506,10.0.0.1,80,10.0.0.10,35850,6,-1,-1,13,376000000,20,100,0,3312,60446082,254.76923076923077,8.808510638297872e-06,4649698.615384615,0.1607608563829787,0
1672066122.84269,1,10.0.0.1505110.0.0.103930617,10.0.0.1,5051,10.0.0.10,39306,17,-1,-1,13,491000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1672066122.84269,1,10.0.0.1505110.0.0.13393061,10.0.0.1,5051,10.0.0.13,39306,1,0,8,12,594000000,20,100,0,11,1078,0.9166666666666666,1.8518518518518518e-08,89.83333333333333,1.814814814814815e-06,0
1672066122.84269,1,10.0.0.103584810.0.0.1806,10.0.0.10,35848,10.0.0.1,80,6,0,8,13,426000000,20,100,0,4,380,0.3076923076923077,9.389671361502347e-09,29.23076923076923,8.92018779342723e-07,0
1672066122.84269,1,10.0.0.103585010.0.0.1806,10.0.0.10,35850,10.0.0.1,80,6,0,8,13,380000000,20,100,0,1549,102576,119.15384615384616,4.076315789473684e-06,7890.461538461538,0.00026993684210526315,0
1672066122.84269,1,10.0.0.103930610.0.0.1505117,10.0.0.10,39306,10.0.0.1,5051,17,0,8,23,426000000,20,100,0,892,1348704,38.78260869565217,2.0938967136150237e-06,58639.30434782609,0.0031659718309859156,0
1672066122.84269,1,10.0.0.133930610.0.0.150511,10.0.0.13,39306,10.0.0.1,5051,1,0,0,12,568000000,20,100,0,11,1078,0.9166666666666666,1.9366197183098592e-08,89.83333333333333,1.897887323943662e-06,0
1672066132.849773,4,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,22,602000000,20,100,0,21,2058,0.9545454545454546,3.488372093023256e-08,93.54545454545455,3.4186046511627906e-06,0
1672066132.849773,4,10.0.0.10010.0.0.901,10.0.0.10,0,10.0.0.9,0,1,0,8,43,623000000,20,100,0,42,4116,0.9767441860465116,6.741573033707865e-08,95.72093023255815,6.606741573033708e-06,0
1672066132.849773,4,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,22,595000000,20,100,0,21,2058,0.9545454545454546,3.5294117647058824e-08,93.54545454545455,3.4588235294117647e-06,0
1672066132.849773,4,10.0.0.13010.0.0.401,10.0.0.13,0,10.0.0.4,0,1,0,0,1,780000000,20,100,0,1,98,1.0,1.282051282051282e-09,98.0,1.2564102564102563e-07,0
1672066132.849773,4,10.0.0.4010.0.0.1301,10.0.0.4,0,10.0.0.13,0,1,0,8,1,821000000,20,100,0,1,98,1.0,1.218026796589525e-09,98.0,1.1936662606577344e-07,0
1672066132.849773,4,10.0.0.9010.0.0.1001,10.0.0.9,0,10.0.0.10,0,1,0,0,43,614000000,20,100,0,42,4116,0.9767441860465116,6.840390879478828e-08,95.72093023255815,6.703583061889251e-06,0
1672066132.850391,5,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,22,600000000,20,100,0,21,2058,0.9545454545454546,3.5e-08,93.54545454545455,3.43e-06,0
1672066132.850391,5,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,22,597000000,20,100,0,21,2058,0.9545454545454546,3.517587939698492e-08,93.54545454545455,3.4472361809045225e-06,0
1672066132.850391,5,10.0.0.13010.0.0.401,10.0.0.13,0,10.0.0.4,0,1,0,0,1,783000000,20,100,0,1,98,1.0,1.2771392081736909e-09,98.0,1.251596424010217e-07,0
1672066132.850391,5,10.0.0.4010.0.0.1301,10.0.0.4,0,10.0.0.13,0,1,0,8,1,793000000,20,100,0,1,98,1.0,1.2610340479192937e-09,98.0,1.235813366960908e-07,0
1672066132.856462,2,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,22,608000000,20,100,0,21,2058,0.9545454545454546,3.453947368421053e-08,93.54545454545455,3.3848684210526318e-06,0
1672066132.856462,2,10.0.0.1505010.0.0.4518426,10.0.0.1,5050,10.0.0.4,51842,6,0,8,1,821000000,20,100,0,16789,1153966,16789.0,2.0449451887941536e-05,1153966.0,0.0014055615103532278,0
